node_id,scope,source,source_method,mart_model,source_set,source_confidence,metric_base,aggregation,product,department,grain,grain_source,schema_verified,tenant,node_class,is_derived,keep,type,type_confidence,dimensions,card_endpoint,series_endpoint,n_card,n_series,n_breakdown,mart_source,formula,formula_components,occurrences,source_dashboards,raw_ids,roles,data_owner,steward,sensitivity,compliance_tags,description,unit,polarity,aliases,last_updated,refresh_cadence,sla,null_rate,completeness,quality_score,is_kpi,priority_tier,seasonality_profile,stationarity,volatility,status,version,source_columns,source_expr,availability,history_start,history_end,n_periods
klaviyo.engagement_rates,klaviyo,klaviyo,heuristic,mart_email_overview,klaviyo,high,engagement_rates,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/klaviyo-email/charts/engagement_rates,0,1,0,DB_RARE_SEEDS.MARTS.mart_email_overview,,,1,klaviyo_email,engagement_rates,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Engagement Rates (percent) — metric on klaviyo [Marketing IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-24,2025-12-31,617
klaviyo.flow_performance,klaviyo,klaviyo,heuristic,mart_email_overview,klaviyo,high,flow_performance,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/klaviyo-email/charts/flow_performance,0,1,0,DB_RARE_SEEDS.MARTS.mart_email_overview,,,1,klaviyo_email,flow_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Flow Performance (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.geography,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,geography,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,no,mediator,low,,,/api/v1/email-campaigns/charts/geography,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,geography,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Geography (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
klaviyo.header,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,header,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/header,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,header,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Header (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.historical,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,historical,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/historical,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,historical,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Historical (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.hourly_performance,klaviyo,klaviyo,heuristic,mart_sms_performance,klaviyo,high,hourly_performance,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/klaviyo-sms/charts/hourly_performance,0,1,0,DB_RARE_SEEDS.MARTS.mart_sms_performance,,,1,klaviyo_sms,hourly_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Hourly Performance (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.kpis,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,kpis,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,no,,,,,/api/v1/email-campaigns/charts/kpis,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,kpis,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Kpis (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
klaviyo.last_updated,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,last_updated,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/last_updated,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,last_updated,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Last Updated (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.list_growth,klaviyo,klaviyo,heuristic,klaviyo_event|mart_sms_performance,klaviyo,high,list_growth,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/klaviyo-sms/charts/list_growth,0,2,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,2,klaviyo_sms|sms_performance,list_growth,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"List Growth (number) — metric on klaviyo [Marketing IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-25,2025-12-31,305
klaviyo.list_health,klaviyo,klaviyo,heuristic,klaviyo_event|mart_email_overview|mart_sms_performance,klaviyo,high,list_health,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-overview/charts/list_health,0,4,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,4,email_overview|klaviyo_email|klaviyo_sms|sms_performance,list_health,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"List Health (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.lists,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,lists,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/lists,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,lists,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Lists (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.messages,klaviyo,klaviyo,heuristic,klaviyo_event|mart_sms_performance,klaviyo,high,messages,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,no,,,,,,0,0,2,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,2,klaviyo_sms|sms_performance,top_messages,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Messages (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
klaviyo.metadata,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,metadata,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/metadata,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,metadata,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Metadata (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.open.rate,klaviyo,klaviyo,heuristic,klaviyo_event|mart_email_overview,klaviyo,high,open,rate,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,yes,yes,mediator,high,,/api/v1/email-overview/metrics/open_rate,,2,0,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview,,,2,email_overview|klaviyo_email,open_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Open (percent) — metric on klaviyo [Marketing IQ], neutral.",percent,neutral,,,daily,,,,,no,3,,,,active,1,PERSON_ID|TYPE,ROUND(COUNT(DISTINCT CASE WHEN e.TYPE = 'Opened Email' THEN e.PERSON_ID END) * 100.0 / NULLIF(COUNT(DISTINCT CASE WHEN e.TYPE = 'Received Email' THEN e.PERSON_I,empty,,,
klaviyo.open_rate.avg,klaviyo,klaviyo,heuristic,klaviyo_flow,klaviyo,high,open_rate,avg,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/email-flows/charts/avg_open_rate,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_flow,,,1,email_flows,avg_open_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Open Rate (percent) — metric on klaviyo [Marketing IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,no,3,,,,active,1,PERSON_ID|TYPE,ROUND(COUNT(DISTINCT CASE WHEN e.TYPE = 'Opened Email' THEN e.PERSON_ID END) * 100.0 / NULLIF(COUNT(DISTINCT CASE WHEN e.TYPE = 'Received Email' THEN e.PERSON_I,empty,,,
klaviyo.overview,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,overview,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/email-campaigns/charts/overview,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,overview,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Overview (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.performance,klaviyo,klaviyo,heuristic,klaviyo_event|mart_email_overview,klaviyo,high,performance,level,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/klaviyo-email/charts/campaign_performance,0,2,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview,,,2,klaviyo_email|sms_performance,campaign_performance|source_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Performance (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,available,2025-06-05,2025-12-31,46
klaviyo.requires,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,requires,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,/api/v1/klaviyo-campaigns/metrics/requires,/api/v1/klaviyo-campaigns/charts/requires,1,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,klaviyo_campaigns,requires,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Requires (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.revenue,klaviyo,klaviyo,heuristic,klaviyo_campaign|klaviyo_event|mart_email_overview|mart_sms_performance,klaviyo,high,revenue,level,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/email-overview/metrics/revenue,/api/v1/email-campaigns/charts/revenue,3,3,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign|DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,5,email_campaigns|email_overview|klaviyo_email|klaviyo_sms|sms_performance,monthly_revenue|revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Revenue (currency) — metric on klaviyo [Marketing IQ], higher_is_better.",currency,higher_is_better,,,monthly,,,,,yes,1,,,,active,1,CUSTOM_PROPERTY_FIELDS|TRY_PARSE_JSON|TYPE|VALUE,"COALESCE(SUM(CASE WHEN e.TYPE = 'Ordered Product' THEN TRY_PARSE_JSON(e.CUSTOM_PROPERTY_FIELDS):""$value""::FLOAT ELSE 0 END), 0)",empty,,,
klaviyo.revenue.sum,klaviyo,klaviyo,heuristic,klaviyo_flow,klaviyo,high,revenue,sum,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/email-flows/charts/total_revenue,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_flow,,,1,email_flows,total_revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Revenue (currency) — metric on klaviyo [Marketing IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,CUSTOM_PROPERTY_FIELDS|STRING|TRY_PARSE_JSON|TRY_TO_NUMBER|TYPE|VALUE,SUM(CASE WHEN e.TYPE = 'Placed Order' THEN TRY_TO_NUMBER(TRY_PARSE_JSON(e.CUSTOM_PROPERTY_FIELDS):value::STRING) ELSE 0 END),empty,,,
klaviyo.revenue_per_sms,klaviyo,klaviyo,heuristic,klaviyo_event|mart_sms_performance,klaviyo,high,revenue_per_sms,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/klaviyo-sms/metrics/revenue_per_sms,,2,0,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,2,klaviyo_sms|sms_performance,revenue_per_sms,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Revenue Per Sms (ratio) — metric on klaviyo [Marketing IQ], higher_is_better.",ratio,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.segments,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,segments,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/segments,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,segments,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Segments (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.send,klaviyo,klaviyo,heuristic,klaviyo_event|mart_sms_performance,klaviyo,high,send,level,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/sms-performance/charts/send_time,0,1,1,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,2,klaviyo_sms|sms_performance,send_time|send_time_heatmap,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Send (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,FIRST_SEND_DATE,"TO_CHAR(first_send_date, 'YYYY-MM-DD')",empty,,,
klaviyo.sent.sum,klaviyo,klaviyo,heuristic,klaviyo_event|mart_sms_performance,klaviyo,high,sent,sum,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,yes,mediator,low,,/api/v1/klaviyo-sms/metrics/total_sent,,2,0,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,2,klaviyo_sms|sms_performance,total_sent,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Sent (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,TOTAL_SENDS,SUM(TOTAL_SENDS)::INT,empty,,,
klaviyo.sms,klaviyo,klaviyo,heuristic,mart_sms_performance,klaviyo,high,sms,level,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/klaviyo-sms/charts/sms_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_sms_performance,,,1,klaviyo_sms,sms_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Sms (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,available,2024-04-25,2025-12-31,305
klaviyo.source,klaviyo,klaviyo,heuristic,klaviyo_event|mart_email_overview,klaviyo,high,source,level,Marketing IQ,Marketing,weekly,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/email-overview/charts/source_comparison,0,2,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview,,,2,email_overview|klaviyo_email,source_comparison,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Source (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
klaviyo.timeline,klaviyo,klaviyo,heuristic,klaviyo_campaign,klaviyo,high,timeline,level,Marketing IQ,Marketing,daily,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-campaigns/charts/timeline,0,1,0,DB_RARE_SEEDS.MARTS.klaviyo_campaign,,,1,email_campaigns,timeline,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Timeline (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
klaviyo.unsubscribe.rate,klaviyo,klaviyo,heuristic,klaviyo_event|mart_email_overview|mart_sms_performance,klaviyo,high,unsubscribe,rate,Marketing IQ,Marketing,weekly,dbt,yes,rare_seeds,observable,yes,yes,mediator,high,,/api/v1/klaviyo-email/metrics/unsubscribe_rate,,3,0,0,DB_RARE_SEEDS.MARTS.klaviyo_event|DB_RARE_SEEDS.MARTS.mart_email_overview|DB_RARE_SEEDS.MARTS.mart_sms_performance,,,3,klaviyo_email|klaviyo_sms|sms_performance,unsubscribe_rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Unsubscribe (percent) — metric on klaviyo [Marketing IQ], lower_is_better.",percent,lower_is_better,,,daily,,,,,no,3,,,,active,1,TOTAL_SENDS|TOTAL_UNSUBSCRIBES,"ROUND(SUM(TOTAL_UNSUBSCRIBES) * 100.0 / NULLIF(SUM(TOTAL_SENDS), 0), 3)",empty,,,
klaviyo.weekly_trend,klaviyo,klaviyo,heuristic,klaviyo_event,klaviyo,high,weekly_trend,level,Marketing IQ,Marketing,weekly,heuristic,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/email-overview/charts/weekly_trend,0,2,0,DB_RARE_SEEDS.MARTS.klaviyo_event,,,2,email_overview|sms_performance,weekly_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,confidential,GDPR|CCPA,"Weekly Trend (number) — metric on klaviyo [Marketing IQ], neutral.",number,neutral,,,weekly,,,,,no,3,,,,active,1,,,available,2023-05-29,2025-12-29,136
meta.action,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,action,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,no,,,,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_overview,action_breakdown,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Action (number) — metric on meta [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
meta.active_creatives,meta,meta_ads,dbt,mart_meta_creative_performance,meta_ads,high,active_creatives,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,/api/v1/meta-creative/metrics/active_creatives,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_creative_performance,,,1,meta_creative,active_creatives,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Active Creatives (number) — metric on meta [Marketing IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,CREATIVE_ID,COUNT(DISTINCT CREATIVE_ID),empty,,,
meta.ad_set_performance,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,ad_set_performance,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/meta-overview/charts/ad_set_performance,0,1,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_overview,ad_set_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Ad Set Performance (number) — metric on meta [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
meta.adset_performance,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,adset_performance,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/meta-prospecting/charts/adset_performance,0,1,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_prospecting,adset_performance,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Adset Performance (count) — metric on meta [Marketing IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
meta.age_demographics,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,age_demographics,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/meta-overview/charts/age_demographics,0,1,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_overview,age_demographics,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Age Demographics (number) — metric on meta [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
meta.age_gender,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,age_gender,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/meta-prospecting/charts/age_gender,0,1,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_prospecting,age_gender,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Age Gender (number) — metric on meta [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
meta.clicks,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,clicks,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,/api/v1/meta-overview/metrics/clicks,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_overview,clicks,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Clicks (count) — metric on meta [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,CLICKS,SUM(CLICKS),available,2024-04-23,2025-12-31,618
meta.clicks.sum,meta,meta_ads,dbt,mart_meta_creative_performance,meta_ads,high,clicks,sum,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,/api/v1/meta-creative/metrics/total_clicks,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_creative_performance,,,1,meta_creative,total_clicks,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Clicks (count) — metric on meta [Marketing IQ], higher_is_better.",count,higher_is_better,,,daily,,,,,no,3,,,,active,1,LINK_CLICKS,SUM(LINK_CLICKS),empty,,,
meta.copy_length,meta,meta_ads,dbt,mart_meta_creative_performance,meta_ads,high,copy_length,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,no,yes,mediator,low,,,/api/v1/meta-creative/charts/copy_length,0,1,0,DB_RARE_SEEDS.MARTS.mart_meta_creative_performance,,,1,meta_creative,copy_length,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Copy Length (number) — metric on meta [Marketing IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
meta.cost_per_1k_reach,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,cost_per_1k_reach,level,Marketing IQ,Marketing,daily,dbt,no,rare_seeds,observable,yes,yes,mediator,high,,/api/v1/meta-prospecting/metrics/cost_per_1k_reach,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,,,1,meta_prospecting,cost_per_1k_reach,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Cost Per 1K Reach (ratio) — metric on meta [Marketing IQ], higher_is_better.",ratio,higher_is_better,,,daily,,,,,no,3,,,,active,1,REACH|SPEND,"ROUND(SUM(SPEND) / NULLIF(SUM(REACH), 0) * 1000, 2)",empty,,,
meta.cpc,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,cpc,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,yes,yes,controllable,high,,/api/v1/meta-overview/metrics/cpc,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,case when clicks > 0 then spend / clicks end,clicks|spend,1,meta_overview,cpc,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Cpc (number) — metric on meta [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,CLICKS|SPEND,"ROUND(SUM(SPEND) / NULLIF(SUM(CLICKS), 0), 2)",empty,,,
meta.cpc.avg,meta,meta_ads,dbt,mart_meta_creative_performance,meta_ads,high,cpc,avg,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,low,,/api/v1/meta-creative/metrics/avg_cpc,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_creative_performance,,,1,meta_creative,avg_cpc,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Cpc (number) — metric on meta [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,LINK_CLICKS|SPEND,"ROUND(SUM(SPEND) / NULLIF(SUM(LINK_CLICKS), 0), 2)",empty,,,
meta.cpm,meta,meta_ads,dbt,mart_meta_campaign_performance,meta_ads,high,cpm,level,Marketing IQ,Marketing,daily,dbt,yes,rare_seeds,observable,yes,yes,controllable,high,,/api/v1/meta-overview/metrics/cpm,,1,0,0,DB_RARE_SEEDS.MARTS.mart_meta_campaign_performance,case when impressions > 0 then spend / impressions * 1000 end,impressions|spend,1,meta_overview,cpm,super_admin|agency_admin|tenant_admin|analyst|viewer,Marketing,,internal,,"Cpm (number) — metric on meta [Marketing IQ], lower_is_better.",number,lower_is_better,,,daily,,,,,no,3,,,,active,1,IMPRESSIONS|SPEND,"ROUND(SUM(SPEND) / NULLIF(SUM(IMPRESSIONS), 0) * 1000, 2)",available,2024-04-23,2025-12-31,618
