canonical_id,chart_type,confidence,source,why
new-products:success_rate,kpi_card,high,entity_type,
new-products:success_rate_trend,line,medium,name:_trend,
new-products:top_products_table,table,high,entity_type,
new-products:total_revenue,kpi_card,high,entity_type,
new-products:velocity_curve,line,medium,name:_curve,
product-affinity:affinity_table,table,high,entity_type,
product-affinity:avg_items_per_order,kpi_card,high,entity_type,
product-affinity:bundle_pct,kpi_card,high,entity_type,
product-affinity:bundle_performance,table,high,entity_type,
product-affinity:category_heatmap,heatmap,medium,name:heatmap,
product-affinity:cross_sell_recommendations,table,high,entity_type,
product-affinity:multi_item_distribution,bar,high,llm,histogram of orders by item count
product-affinity:repeat_purchase_rate,kpi_card,high,entity_type,
product-affinity:top_lift,kpi_card,high,entity_type,
product-affinity:top_product_pairs,horizontal_bar,medium,llm,"top pairs ranked, long combined labels"
product-category:avg_item_price,kpi_card,high,entity_type,
product-category:category_table,table,high,entity_type,
product-category:conversion_funnel,funnel,medium,name:funnel,
product-category:growth_scatter,scatter,medium,name:scatter,
product-category:items_sold,kpi_card,high,entity_type,
product-category:leaderboard,horizontal_bar,high,llm,Ranked categories by revenue
product-category:purchase_rate,kpi_card,high,entity_type,
product-category:revenue,kpi_card,high,entity_type,
product-category:revenue_trend,line,medium,name:_trend,
product-category:seasonality,heatmap,medium,name:heatmap,
product-category:treemap,treemap,medium,name:treemap,
product-overview:avg_price,kpi_card,high,entity_type,
product-overview:categories,bar,medium,llm,Revenue compared across categories
product-overview:conversion,kpi_card,high,entity_type,
product-overview:conversion_analysis,bar,low,llm,conversion rate compared across categories
product-overview:funnel,funnel,medium,name:funnel,
product-overview:new_products,table,high,entity_type,
product-overview:opportunities,table,high,entity_type,
product-overview:product_matrix,heatmap,medium,name:matrix,
product-overview:revenue,kpi_card,high,entity_type,
product-overview:revenue_trend,line,medium,name:_trend,
product-overview:seasonal,heatmap,low,llm,Products by season performance matrix
product-overview:top_products,table,high,entity_type,
product-overview:units,kpi_card,high,entity_type,
product-seasonality:category_heatmap,heatmap,medium,name:heatmap,
product-seasonality:day_of_week,bar,medium,llm,Revenue compared across days of week
product-seasonality:product_seasonality_table,table,high,entity_type,
product-seasonality:quarterly_by_category,area,low,llm,Category revenue composition over quarters
product-seasonality:seasonality_distribution,donut,low,llm,share across nominal seasonality types
product-seasonality:weekly_trend,line,medium,name:_trend,
product-seasonality:yoy_comparison,grouped_bar,medium,name:_comparison,
quarterly-review:ad_spend,kpi_card,high,entity_type,
quarterly-review:channel_saturation,scatter,low,llm,Spend versus incremental return curve per channel
quarterly-review:channel_yoy_growth,grouped_bar,high,llm,This year versus last year per channel
quarterly-review:customer_acquisition,line,medium,name:_trend,
quarterly-review:efficiency_metrics,table,high,entity_type,
quarterly-review:market_opportunities,horizontal_bar,low,llm,"Opportunities ranked by size, long labels"
quarterly-review:new_customers,kpi_card,high,entity_type,
quarterly-review:revenue,kpi_card,high,entity_type,
quarterly-review:roas,kpi_card,high,entity_type,
quarterly-review:seasonality,line,medium,llm,Seasonal pattern over time
quarterly-review:strategic_initiatives,table,medium,llm,List of initiatives with details
sms-performance:click_rate,kpi_card,high,entity_type,
sms-performance:revenue_per_sms,kpi_card,high,entity_type,
sms-performance:sms_channel_comparison,grouped_bar,medium,name:_comparison,
sms-performance:sms_list_growth,line,high,llm,subscriber growth over time
sms-performance:sms_list_health,donut,low,llm,subscriber status breakdown
sms-performance:sms_performance_trend,line,medium,name:_trend,
sms-performance:sms_revenue,kpi_card,high,entity_type,
sms-performance:sms_send_time_heatmap,heatmap,medium,name:heatmap,
sms-performance:sms_sent,kpi_card,high,entity_type,
sms-performance:sms_source_comparison,grouped_bar,medium,name:_comparison,
sms-performance:sms_top_messages,table,high,entity_type,
sms-performance:unsubscribe_rate,kpi_card,high,entity_type,
website-performance:audiences,table,high,entity_type,
website-performance:bounce_rate,kpi_card,high,entity_type,
website-performance:browser_os_performance,heatmap,medium,llm,browser by OS performance grid
website-performance:campaigns,table,high,entity_type,
website-performance:channel_breakdown,donut,medium,llm,traffic share across channels
website-performance:demographics,bar,low,llm,age group distribution
website-performance:device_breakdown,donut,medium,llm,traffic share across devices
website-performance:engagement_rate,kpi_card,high,entity_type,
website-performance:geographic,horizontal_bar,low,llm,"top regions ranked, long names"
website-performance:revenue,kpi_card,high,entity_type,
website-performance:sessions,kpi_card,high,entity_type,
website-performance:source_medium,table,high,entity_type,
website-performance:top_events,horizontal_bar,medium,llm,Ranked top events with category labels
website-performance:top_pages,table,high,entity_type,
website-performance:traffic_trend,line,medium,name:_trend,
website-performance:users,kpi_card,high,entity_type,
weekly-exec:budget_pacing,gauge,medium,name:pacing,
weekly-exec:channel_matrix,heatmap,medium,name:matrix,
weekly-exec:channel_performance,table,high,entity_type,
weekly-exec:concerns,table,medium,llm,List of qualitative concern items
weekly-exec:conversion_rate,kpi_card,high,entity_type,
weekly-exec:forecast,line,medium,name:forecast,
weekly-exec:orders,kpi_card,high,entity_type,
weekly-exec:revenue,kpi_card,high,entity_type,
weekly-exec:roas,kpi_card,high,entity_type,
weekly-exec:sessions,kpi_card,high,entity_type,
weekly-exec:spend,kpi_card,high,entity_type,
weekly-exec:weekly_trend,line,medium,name:_trend,
weekly-exec:wins,table,medium,llm,List of qualitative win items
